item_id	sum
486185	13
488831	13
512040	13
522240	13
524464	13
531309	13
544950	13
548859	13
561594	13
565141	13
566799	13
567560	13
567823	13
584508	13
590780	13
591022	13
592839	13
601251	13
603696	13
605947	13
610011	13
619544	13
625288	13
630507	13
634006	13
636258	13
1606	12
4472	12
10106	12
21896	12
23791	12
27369	12
34611	12
35319	12
37004	12
37581	12
39258	12
40810	12
44126	12
48149	12
57892	12
63611	12
68981	12
69921	12
71285	12
71903	12
77120	12
82811	12
89562	12
92693	12
95676	12
100701	12
109498	12
111604	12
114132	12
117475	12
119612	12
125278	12
132221	12
135655	12
143348	12
143830	12
145633	12
149106	12
151591	12
156449	12
161407	12
162759	12
171493	12
174495	12
175992	12
178239	12
181186	12
182754	12
196631	12
196968	12
200072	12
201659	12
202573	12
208969	12
209287	12
210060	12
216920	12
223971	12
229597	12
229754	12
235020	12
240076	12
243427	12
249869	12
263415	12
271161	12
272736	12
275478	12
277403	12
278162	12
280155	12
280516	12
282167	12
284041	12
284191	12
284387	12
291247	12
292078	12
292580	12
295029	12
296654	12
307548	12
309073	12
312917	12
314274	12
315341	12
318206	12
329739	12
331583	12
341086	12
344166	12
345338	12
352738	12
362315	12
364394	12
373094	12
373199	12
377676	12
380146	12
381318	12
381379	12
382230	12
384760	12
387919	12
393952	12
394767	12
397974	12
398266	12
401181	12
408684	12
411796	12
413027	12
414373	12
418225	12
422061	12
424700	12
426324	12
427919	12
432517	12
436351	12
436974	12
446374	12
446448	12
447800	12
458062	12
463118	12
472455	12
473820	12
473936	12
475192	12
477560	12
477897	12
484213	12
484624	12
489440	12
493354	12
502219	12
507053	12
509664	12
516103	12
517025	12
521352	12
522809	12
524925	12
531175	12
534201	12
537970	12
539540	12
540654	12
540887	12
544826	12
545462	12
548223	12
548823	12
553479	12
554314	12
561576	12
566081	12
568976	12
576002	12
576426	12
578109	12
583560	12
583604	12
586166	12
587438	12
594119	12
601067	12
602915	12
604254	12
609151	12
618254	12
623539	12
625246	12
626189	12
628588	12
634336	12
5232	11
6222	11
10168	11
12250	11
20674	11
22378	11
28255	11
28390	11
30031	11
30281	11
31891	11
36955	11
39231	11
41728	11
41877	11
42492	11
44317	11
46386	11
47869	11
54756	11
60501	11
66422	11
71836	11
73241	11
73489	11
76435	11
81928	11
85048	11
99923	11
101403	11
108612	11
113273	11
113384	11
114843	11
115570	11
117513	11
128817	11
130558	11
138789	11
139979	11
140830	11
144873	11
145579	11
147277	11
147992	11
148722	11
156880	11
160510	11
161855	11
161973	11
162252	11
164645	11
166345	11
169402	11
173221	11
176021	11
179144	11
182242	11
182415	11
185619	11
192385	11
193618	11
198314	11
202762	11
206800	11
214477	11
215873	11
217732	11
218340	11
220499	11
228150	11
228155	11
228445	11
228594	11
233103	11
235496	11
236869	11
242012	11
243255	11
243378	11
243812	11
246170	11
254339	11
254917	11
260465	11
263028	11
263227	11
273524	11
274121	11
274167	11
276561	11
279488	11
284910	11
285868	11
288303	11
288485	11
289599	11
293569	11
297006	11
297246	11
301593	11
305225	11
305327	11
306192	11
311882	11
313065	11
313098	11
316014	11
321612	11
324066	11
324285	11
324559	11
330019	11
331022	11
338012	11
341524	11
342828	11
347575	11
348865	11
355353	11
357021	11
357425	11
357847	11
361728	11
364509	11
369259	11
382296	11
385217	11
398214	11
398217	11
398705	11
399598	11
404287	11
405404	11
409285	11
415834	11
416889	11
418793	11
426955	11
429221	11
432522	11
440569	11
444761	11
445343	11
451399	11
466845	11
467969	11
468044	11
470079	11
470087	11
479285	11
486719	11
495493	11
497085	11
497114	11
497524	11
502668	11
503355	11
506948	11
507068	11
521322	11
522016	11
524332	11
525265	11
536381	11
538944	11
542438	11
542603	11
542796	11
543548	11
548159	11
550978	11
551019	11
555377	11
557621	11
557999	11
558031	11
558217	11
561700	11
566036	11
567677	11
577851	11
578184	11
578684	11
578880	11
580332	11
585442	11
585792	11
596079	11
604205	11
605206	11
610433	11
613717	11
617610	11
621008	11
623341	11
624090	11
627815	11
632205	11
632873	11
1826	10
2596	10
3008	10
3584	10
5937	10
6234	10
12086	10
14996	10
21333	10
23313	10
26306	10
26637	10
32685	10
35645	10
38251	10
38954	10
39498	10
39524	10
41497	10
42438	10
46015	10
49509	10
49559	10
49606	10
49747	10
50748	10
51039	10
52505	10
55689	10
57235	10
59772	10
60155	10
60875	10
64039	10
64168	10
65909	10
66218	10
71347	10
73857	10
75129	10
75878	10
77757	10
78899	10
79135	10
79280	10
89679	10
94845	10
96293	10
97350	10
98022	10
100664	10
103036	10
104086	10
106261	10
106878	10
110016	10
110920	10
111504	10
111653	10
111777	10
112263	10
113050	10
117820	10
121026	10
121727	10
123885	10
125464	10
126842	10
129713	10
132088	10
134186	10
144966	10
145120	10
147114	10
152305	10
152482	10
153479	10
155214	10
157516	10
157731	10
164655	10
167405	10
168262	10
168482	10
169398	10
172609	10
176356	10
181681	10
184362	10
188121	10
189231	10
189784	10
190790	10
191277	10
191364	10
192552	10
194313	10
195256	10
198258	10
199647	10
201129	10
201772	10
203429	10
213751	10
216809	10
218872	10
220216	10
221987	10
222067	10
223623	10
225106	10
226529	10
231348	10
233796	10
237790	10
238263	10
245634	10
246189	10
248495	10
252670	10
255438	10
260322	10
261490	10
276551	10
282097	10
284143	10
286874	10
287649	10
288093	10
290066	10
293371	10
295459	10
298286	10
298307	10
298535	10
298620	10
303635	10
304693	10
306215	10
306724	10
310800	10
314302	10
315122	10
315718	10
316478	10
317201	10
317687	10
321400	10
323833	10
326717	10
332482	10
332664	10
336136	10
340287	10
340716	10
340811	10
345001	10
351271	10
353356	10
355643	10
361776	10
367278	10
368328	10
368471	10
374097	10
379691	10
380346	10
382080	10
384970	10
385889	10
386805	10
387969	10
391676	10
394194	10
395179	10
399755	10
401833	10
403489	10
407579	10
409804	10
410188	10
410738	10
411736	10
413561	10
413632	10
414143	10
418200	10
422700	10
423121	10
427393	10
428819	10
429339	10
434060	10
434666	10
444874	10
448322	10
448605	10
452698	10
452716	10
453930	10
454663	10
454732	10
454939	10
463794	10
467136	10
469615	10
472596	10
475030	10
476760	10
478555	10
479926	10
481441	10
484216	10
487795	10
488493	10
491817	10
492813	10
496794	10
499338	10
502139	10
508016	10
509872	10
512624	10
514114	10
514976	10
515739	10
525098	10
525247	10
526800	10
533886	10
534894	10
535570	10
535593	10
537452	10
538869	10
540719	10
544025	10
545095	10
545703	10
546579	10
546956	10
547724	10
549290	10
551624	10
553187	10
553341	10
553435	10
554928	10
555241	10
555530	10
559839	10
560311	10
561558	10
564857	10
564986	10
568223	10
571349	10
575217	10
578161	10
582160	10
583822	10
584053	10
584187	10
584519	10
588946	10
589736	10
592113	10
592421	10
592505	10
602260	10
606906	10
607638	10
609071	10
613925	10
617848	10
618829	10
619556	10
625475	10
628817	10
630803	10
636428	10
2323	9
4029	9
4935	9
11810	9
12671	9
14620	9
14622	9
14693	9
17110	9
17782	9
19957	9
20139	9
22796	9
27680	9
29893	9
30145	9
33161	9
33197	9
34626	9
36674	9
38667	9
39611	9
40195	9
41117	9
41359	9
45832	9
48650	9
49386	9
49764	9
52403	9
52875	9
55385	9
56989	9
59091	9
61165	9
62608	9
62796	9
63262	9
68901	9
69520	9
69845	9
70657	9
72760	9
73840	9
81416	9
86641	9
87997	9
95911	9
97837	9
98225	9
98446	9
104283	9
106083	9
109205	9
109603	9
111742	9
112011	9
113368	9
116191	9
117573	9
125527	9
126218	9
127108	9
127476	9
128182	9
128948	9
129918	9
131076	9
132377	9
132392	9
135147	9
135794	9
138358	9
141582	9
144547	9
146239	9
146909	9
153615	9
153945	9
154084	9
158507	9
158510	9
160512	9
161113	9
161539	9
161801	9
162488	9
167754	9
168889	9
169110	9
173950	9
174408	9
183832	9
188798	9
190855	9
192728	9
192785	9
193220	9
193830	9
197012	9
200431	9
203784	9
204776	9
205359	9
206864	9
206881	9
206968	9
208540	9
211063	9
214597	9
216052	9
216162	9
216319	9
216948	9
217107	9
219154	9
220554	9
220665	9
222443	9
226472	9
228825	9
229655	9
230745	9
233519	9
236988	9
237354	9
239710	9
240084	9
243893	9
245490	9
245748	9
254011	9
259111	9
259387	9
260232	9
261185	9
262145	9
265633	9
265966	9
268035	9
269087	9
270337	9
270895	9
277748	9
278359	9
281452	9
284209	9
285438	9
285989	9
288863	9
293182	9
295512	9
295970	9
302727	9
302820	9
309305	9
309369	9
310209	9
313894	9
316152	9
322220	9
322458	9
325076	9
325219	9
326016	9
328312	9
328761	9
330829	9
331291	9
332007	9
337741	9
338251	9
339563	9
340124	9
343733	9
344504	9
345989	9
347061	9
347217	9
347679	9
351176	9
352966	9
360443	9
362131	9
362803	9
366283	9
370663	9
370820	9
370828	9
371989	9
372394	9
374018	9
376009	9
376116	9
376763	9
377585	9
378172	9
378320	9
381927	9
382316	9
382603	9
386564	9
388384	9
389953	9
390926	9
393133	9
396771	9
402909	9
406777	9
407086	9
409207	9
410816	9
412233	9
417859	9
420217	9
420850	9
422275	9
424893	9
430209	9
431799	9
433897	9
437925	9
443060	9
443438	9
443752	9
444211	9
446674	9
447615	9
447657	9
448567	9
455559	9
461056	9
463346	9
466460	9
469166	9
470499	9
475260	9
478529	9
479980	9
484200	9
484433	9
484900	9
485067	9
485253	9
488231	9
491722	9
494081	9
494430	9
497730	9
500417	9
500654	9
501098	9
508808	9
509320	9
511147	9
513010	9
517515	9
522271	9
522416	9
522616	9
525994	9
529585	9
533689	9
538669	9
546588	9
547049	9
548893	9
550284	9
552835	9
553342	9
554548	9
555520	9
557043	9
558750	9
559121	9
560665	9
561002	9
562277	9
562521	9
566227	9
568549	9
568738	9
568872	9
574342	9
574557	9
576605	9
580727	9
586087	9
589880	9
591828	9
594089	9
598958	9
601971	9
601990	9
603593	9
604808	9
605659	9
605716	9
607608	9
615040	9
618737	9
619748	9
621104	9
624291	9
625308	9
627158	9
628363	9
628582	9
633315	9
633335	9
634598	9
635327	9
635882	9
1765	8
2360	8
2854	8
4731	8
5101	8
5844	8
9091	8
10417	8
10572	8
10952	8
11556	8
12160	8
16203	8
16863	8
18572	8
20871	8
21388	8
21586	8
22334	8
25841	8
28434	8
29457	8
30412	8
30683	8
33156	8
35017	8
36302	8
36430	8
37042	8
40857	8
42092	8
43637	8
45227	8
45373	8
46821	8
49791	8
53181	8
54124	8
54612	8
55251	8
58079	8
60317	8
61925	8
62562	8
64989	8
66136	8
68863	8
69820	8
70786	8
71426	8
72758	8
74956	8
75294	8
75295	8
76958	8
77949	8
80174	8
81412	8
81964	8
82373	8
83172	8
85636	8
87023	8
88200	8
88270	8
88961	8
91619	8
94309	8
95803	8
96157	8
96208	8
96802	8
96954	8
98545	8
102079	8
102975	8
104285	8
104583	8
106577	8
106940	8
108963	8
109692	8
111201	8
112592	8
113059	8
114448	8
116474	8
117029	8
117623	8
117683	8
119585	8
120395	8
120775	8
121929	8
122140	8
124167	8
126396	8
126900	8
127522	8
128443	8
128944	8
129305	8
130582	8
131643	8
132683	8
133024	8
133045	8
134085	8
136104	8
136923	8
140720	8
142837	8
144129	8
144788	8
144931	8
145815	8
146402	8
146656	8
147200	8
148296	8
149695	8
150285	8
153202	8
154152	8
154171	8
154557	8
155459	8
156412	8
156784	8
158473	8
160615	8
161954	8
162121	8
163143	8
164006	8
164946	8
165300	8
166333	8
166394	8
168205	8
169318	8
170089	8
170520	8
170785	8
173043	8
173544	8
174811	8
176252	8
181443	8
184059	8
188109	8
188707	8
190048	8
190446	8
194065	8
195997	8
197288	8
200263	8
202465	8
207426	8
207878	8
209507	8
211113	8
211149	8
211719	8
211769	8
213607	8
215823	8
218281	8
221351	8
222263	8
222438	8
225403	8
226246	8
226477	8
226492	8
232919	8
234280	8
237147	8
237270	8
237374	8
240231	8
241184	8
243433	8
243973	8
246249	8
248636	8
249708	8
252232	8
254079	8
254169	8
255730	8
256304	8
256393	8
257479	8
258503	8
258902	8
259359	8
262552	8
263668	8
264828	8
270556	8
270644	8
270936	8
271340	8
271920	8
272222	8
273599	8
273961	8
274499	8
276884	8
277674	8
278741	8
279351	8
279372	8
279380	8
279594	8
280351	8
281325	8
281683	8
281838	8
283635	8
286951	8
289131	8
289492	8
289704	8
290946	8
291315	8
292190	8
292513	8
293354	8
293886	8
294448	8
295089	8
295155	8
299849	8
300430	8
303120	8
305076	8
306146	8
306474	8
306653	8
307153	8
307450	8
309175	8
310299	8
312260	8
313168	8
318608	8
318744	8
318879	8
319253	8
321072	8
321159	8
321197	8
322093	8
322193	8
325144	8
327358	8
327593	8
327940	8
328267	8
331650	8
332672	8
335075	8
336101	8
336506	8
336977	8
337512	8
338801	8
339478	8
341674	8
342497	8
342812	8
344081	8
345350	8
346096	8
347042	8
347462	8
347949	8
348599	8
349769	8
350614	8
350807	8
351180	8
352022	8
353162	8
357779	8
358156	8
358411	8
358883	8
359846	8
361814	8
362577	8
362830	8
363718	8
364917	8
365263	8
367845	8
369943	8
370438	8
371276	8
372061	8
379883	8
380330	8
381720	8
383344	8
385439	8
386476	8
387155	8
391068	8
394285	8
394403	8
397513	8
400796	8
401522	8
402072	8
402744	8
403232	8
405004	8
405448	8
406129	8
408659	8
409480	8
410967	8
411078	8
411720	8
413607	8
413794	8
414112	8
416167	8
416739	8
417788	8
422836	8
423252	8
424107	8
426917	8
427704	8
427883	8
430708	8
435261	8
436113	8
436652	8
437246	8
439065	8
439558	8
439750	8
439758	8
441223	8
441401	8
443585	8
443598	8
445119	8
454405	8
456428	8
457552	8
458661	8
458797	8
459732	8
460508	8
462493	8
463683	8
464680	8
465023	8
465361	8
465416	8
468525	8
469178	8
479171	8
483540	8
484405	8
485171	8
485829	8
487090	8
488783	8
493369	8
495312	8
496698	8
500348	8
502028	8
503548	8
503772	8
504406	8
507528	8
509727	8
509997	8
510903	8
511755	8
512253	8
512713	8
513196	8
514984	8
515944	8
517571	8
517998	8
518163	8
522159	8
523541	8
526405	8
526888	8
527236	8
527751	8
528326	8
528650	8
529888	8
530276	8
533452	8
533705	8
533928	8
534300	8
534307	8
534491	8
536158	8
540187	8
540515	8
541466	8
543525	8
543851	8
544639	8
546412	8
547033	8
549272	8
549646	8
550777	8
551009	8
553345	8
554672	8
561192	8
561884	8
562551	8
563202	8
563976	8
566930	8
567516	8
567617	8
567928	8
568270	8
571526	8
571814	8
571885	8
572165	8
572617	8
572835	8
577648	8
581825	8
582531	8
586857	8
588339	8
593480	8
594059	8
594940	8
597321	8
598794	8
600394	8
602916	8
602962	8
605310	8
608289	8
609180	8
609265	8
610261	8
610683	8
611872	8
612312	8
613418	8
613590	8
614187	8
614780	8
615264	8
615265	8
615396	8
617436	8
621193	8
623778	8
627684	8
630532	8
631080	8
631659	8
632945	8
635791	8
636467	8
636681	8
637124	8
516	7
839	7
1298	7
3890	7
5200	7
5506	7
6083	7
6427	7
7620	7
8004	7
8287	7
9737	7
9965	7
10608	7
10754	7
10976	7
11277	7
13121	7
15530	7
15956	7
16224	7
18446	7
19096	7
19109	7
21100	7
22372	7
22527	7
23981	7
24756	7
24803	7
27677	7
27739	7
29553	7
30660	7
31255	7
32873	7
37208	7
37236	7
37517	7
38602	7
42883	7
44116	7
44250	7
45946	7
45969	7
46039	7
46075	7
47753	7
48915	7
50682	7
56103	7
56574	7
57309	7
57417	7
57481	7
58197	7
58622	7
59076	7
59733	7
59930	7
60740	7
61304	7
62398	7
63193	7
64267	7
64723	7
64972	7
66904	7
67066	7
68464	7
68765	7
69283	7
70700	7
72841	7
73971	7
74253	7
74718	7
74864	7
75720	7
76283	7
77384	7
79172	7
80182	7
81464	7
84180	7
84277	7
87411	7
88443	7
88878	7
90006	7
90521	7
92240	7
92411	7
95695	7
95698	7
95826	7
96176	7
96705	7
96717	7
98224	7
99468	7
100028	7
100085	7
101715	7
103343	7
107246	7
107394	7
110137	7
111007	7
113560	7
113771	7
113878	7
115485	7
116464	7
118102	7
118268	7
119830	7
121755	7
121883	7
122527	7
123309	7
126295	7
126666	7
127085	7
127449	7
127708	7
127781	7
128905	7
130025	7
131122	7
131739	7
131881	7
133179	7
133665	7
134478	7
135986	7
136196	7
138271	7
138656	7
138892	7
139987	7
142652	7
145194	7
147541	7
147908	7
149808	7
150663	7
151485	7
151809	7
152969	7
154237	7
155743	7
156005	7
159565	7
159631	7
160372	7
160735	7
161055	7
165557	7
166061	7
167013	7
167760	7
171705	7
172836	7
172958	7
177181	7
178493	7
178693	7
179910	7
180333	7
182521	7
182803	7
182850	7
183589	7
184172	7
184366	7
184854	7
185038	7
185476	7
190666	7
191188	7
193265	7
195377	7
196028	7
196972	7
202863	7
208937	7
210269	7
210677	7
210713	7
211235	7
213439	7
213504	7
214059	7
214968	7
215618	7
216299	7
216320	7
219161	7
220136	7
220326	7
220599	7
226688	7
226869	7
227721	7
229033	7
229452	7
229748	7
231035	7
231850	7
232130	7
233862	7
238223	7
240663	7
240895	7
242615	7
243213	7
243360	7
245513	7
245823	7
248820	7
250281	7
251020	7
252122	7
252653	7
255094	7
256912	7
257154	7
257322	7
257501	7
257537	7
259364	7
260190	7
260980	7
261039	7
261741	7
262871	7
266519	7
267282	7
267761	7
268069	7
269069	7
269612	7
270332	7
270344	7
272043	7
272707	7
272883	7
273901	7
275471	7
275725	7
276547	7
277733	7
278665	7
279444	7
279501	7
282710	7
284637	7
284832	7
284906	7
285633	7
285710	7
287572	7
287788	7
290587	7
292107	7
293688	7
295473	7
296974	7
298292	7
298306	7
300959	7
302652	7
302728	7
304091	7
306381	7
306417	7
306427	7
306569	7
309460	7
309789	7
309822	7
310408	7
310544	7
310819	7
310870	7
311479	7
312304	7
313495	7
314700	7
315192	7
316716	7
316728	7
318674	7
319839	7
320534	7
321630	7
323450	7
324333	7
325958	7
326039	7
328989	7
329509	7
329656	7
332530	7
333784	7
336930	7
338236	7
338967	7
339882	7
340176	7
340260	7
340770	7
344424	7
344546	7
344547	7
346686	7
346781	7
347562	7
348019	7
349870	7
351203	7
352091	7
352167	7
352803	7
353043	7
356161	7
356710	7
358270	7
358890	7
359239	7
359377	7
359591	7
360826	7
360912	7
361128	7
363391	7
363395	7
363843	7
364056	7
364109	7
365291	7
368038	7
370121	7
370499	7
371042	7
372431	7
372763	7
372895	7
373135	7
378597	7
378848	7
379915	7
379937	7
380999	7
383110	7
383861	7
383928	7
384116	7
384288	7
385584	7
385708	7
386182	7
388178	7
388826	7
388895	7
390113	7
391831	7
392239	7
392323	7
395069	7
395967	7
397278	7
399752	7
399779	7
400328	7
400691	7
401002	7
402269	7
403728	7
403881	7
404631	7
404734	7
407597	7
408622	7
408632	7
409794	7
412464	7
413398	7
414670	7
414712	7
416971	7
417278	7
417842	7
418431	7
419000	7
419454	7
420494	7
422274	7
423288	7
423715	7
425471	7
426673	7
428179	7
428225	7
429447	7
430119	7
430145	7
430551	7
432592	7
433346	7
433590	7
433733	7
435571	7
437346	7
438890	7
439644	7
440146	7
440747	7
441523	7
441572	7
442239	7
442711	7
446125	7
448610	7
448787	7
449879	7
451445	7
452393	7
454785	7
455223	7
457847	7
458459	7
458716	7
459258	7
